loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L115572,C65572,Male,52,Single,Secondary,Meru,Formal,23813.15,7356.71,3,4746,6,24.85,Monthly,2,1,Medical,Guarantor,True,16,15.61,0
L115573,C65573,Other,41,Single,Tertiary,Mombasa,Unemployed,36916.2,9758.74,11,10193,12,12.18,Monthly,0,0,Household,Guarantor,True,29,81.4,0
L115574,C65574,Other,47,Single,Secondary,Machakos,Formal,39014.54,8615.37,4,4854,12,11.93,Monthly,3,1,Emergency,Livestock,False,56,24.4,0
L115575,C65575,Female,47,Widowed,None,Machakos,Informal,29506.06,12307.58,3,37890,6,18.0,Weekly,0,0,Education,None,False,18,91.9,1
L115576,C65576,Male,44,Widowed,Primary,Meru,Self-employed,18620.4,2547.8,6,42164,24,23.57,Monthly,1,0,Business,Livestock,False,52,34.73,0
L115577,C65577,Male,57,Single,Primary,Nakuru,Unemployed,53615.16,10484.63,6,5389,6,8.35,Bi-weekly,1,0,Emergency,Guarantor,False,46,76.47,0
L115578,C65578,Male,31,Widowed,None,Nakuru,Informal,47808.42,17120.26,4,37804,24,8.96,Monthly,6,1,Household,Livestock,True,8,73.31,1
L115579,C65579,Other,62,Widowed,Primary,Machakos,Formal,56740.19,9964.64,5,28144,6,6.47,Bi-weekly,2,0,Emergency,Guarantor,False,4,66.81,0
L115580,C65580,Male,64,Widowed,Tertiary,Nakuru,Self-employed,56893.92,8769.21,5,2293,6,20.71,Bi-weekly,1,1,Education,None,False,59,60.47,0
L115581,C65581,Other,28,Widowed,Primary,Mombasa,Informal,65114.72,15031.06,6,23647,24,8.08,Weekly,1,0,Education,Livestock,False,31,47.35,1
L115582,C65582,Male,64,Widowed,Primary,Nakuru,Informal,39326.43,13127.7,5,12573,24,13.18,Bi-weekly,0,0,Emergency,Title Deed,False,14,53.77,0
L115583,C65583,Male,61,Widowed,Secondary,Kisumu,Informal,35327.03,14493.72,5,35663,24,21.72,Bi-weekly,0,2,Business,None,True,6,48.13,0
L115584,C65584,Female,43,Single,Secondary,Kisumu,Informal,35412.44,1629.6,5,40117,12,8.5,Bi-weekly,1,1,Education,Title Deed,True,37,47.88,0
L115585,C65585,Male,38,Widowed,None,Eldoret,Unemployed,28986.15,14630.91,5,23752,24,23.44,Monthly,1,0,Business,Electronics,False,47,29.56,0
L115586,C65586,Female,26,Widowed,Secondary,Nakuru,Informal,55057.57,13599.57,3,20143,3,15.27,Bi-weekly,2,0,Agriculture,Electronics,True,7,19.2,0
L115587,C65587,Female,64,Divorced,None,Nakuru,Informal,16247.38,12096.73,9,41584,6,24.82,Bi-weekly,2,0,Emergency,Title Deed,True,24,31.05,1
L115588,C65588,Other,18,Divorced,Primary,Meru,Unemployed,43773.06,12244.72,3,24926,6,13.84,Bi-weekly,2,0,Business,Guarantor,True,18,95.17,1
L115589,C65589,Male,61,Widowed,Secondary,Kisumu,Formal,17217.48,9861.0,8,19545,12,6.46,Weekly,2,0,Education,Title Deed,False,26,16.56,1
L115590,C65590,Male,23,Married,Secondary,Kisumu,Self-employed,6905.56,4062.42,8,35260,6,21.02,Weekly,2,1,Emergency,Electronics,True,39,12.75,0
L115591,C65591,Male,18,Married,Primary,Nairobi,Self-employed,8119.16,2184.12,3,49384,6,24.95,Weekly,0,1,Business,Title Deed,True,3,19.31,0
L115592,C65592,Female,39,Widowed,Secondary,Nairobi,Unemployed,46688.29,13301.62,9,4285,12,8.28,Weekly,0,0,Agriculture,Electronics,True,51,56.43,0
L115593,C65593,Male,30,Single,Tertiary,Eldoret,Unemployed,4774.59,8668.75,2,1947,12,15.57,Bi-weekly,3,1,Business,Guarantor,True,3,72.39,0
L115594,C65594,Other,55,Single,Secondary,Kisumu,Formal,19223.59,8546.12,3,18376,24,14.63,Monthly,1,0,Education,None,False,22,18.3,0
L115595,C65595,Other,62,Divorced,Tertiary,Eldoret,Self-employed,21208.51,16793.19,4,38995,3,16.62,Bi-weekly,3,0,Household,Title Deed,True,44,12.86,0
L115596,C65596,Male,58,Single,None,Nakuru,Unemployed,4835.5,6729.15,12,16261,6,7.24,Weekly,3,0,Business,None,True,21,90.15,1
L115597,C65597,Female,57,Single,Secondary,Nakuru,Informal,10817.6,12266.73,3,7483,3,19.42,Monthly,1,1,Emergency,Electronics,False,7,26.0,1
L115598,C65598,Other,48,Single,Secondary,Kisumu,Unemployed,33892.91,4618.0,7,25248,6,8.0,Bi-weekly,3,0,Household,Electronics,True,20,90.75,0
L115599,C65599,Other,32,Widowed,Tertiary,Mombasa,Self-employed,32691.95,6165.84,5,41702,12,23.42,Bi-weekly,3,1,Household,None,False,36,56.4,1
L115600,C65600,Female,19,Widowed,Primary,Eldoret,Formal,37388.13,12006.12,6,39863,6,21.63,Bi-weekly,1,0,Medical,Guarantor,True,40,70.92,0
L115601,C65601,Other,48,Married,None,Mombasa,Formal,52796.49,15568.17,7,42577,6,18.49,Monthly,2,1,Business,None,True,47,23.94,0
L115602,C65602,Female,43,Divorced,None,Nakuru,Informal,7196.1,8556.36,6,47028,3,23.94,Monthly,2,1,Agriculture,None,False,35,29.01,0
L115603,C65603,Other,19,Married,Tertiary,Meru,Informal,65770.29,9344.39,13,41643,12,21.65,Bi-weekly,1,0,Education,Title Deed,False,29,55.25,1
L115604,C65604,Female,28,Single,Primary,Machakos,Self-employed,19894.32,16240.98,1,36262,12,10.08,Weekly,2,1,Emergency,Livestock,True,56,18.91,1
L115605,C65605,Other,50,Single,Secondary,Eldoret,Informal,28966.68,10726.98,5,39078,3,22.9,Weekly,2,1,Agriculture,Livestock,False,58,82.95,1
L115606,C65606,Male,35,Married,Primary,Nakuru,Self-employed,22880.96,6999.23,7,24537,6,12.32,Bi-weekly,1,1,Education,None,False,28,71.87,0
L115607,C65607,Other,38,Married,Primary,Nairobi,Self-employed,24312.65,1412.02,5,49252,3,10.72,Weekly,4,0,Medical,Title Deed,False,13,7.84,1
L115608,C65608,Other,48,Widowed,Tertiary,Kisumu,Unemployed,2595.75,5341.28,3,38458,12,10.47,Bi-weekly,4,0,Household,None,True,12,26.02,0
L115609,C65609,Male,43,Widowed,Primary,Nairobi,Informal,26016.59,17260.86,6,19804,3,5.5,Bi-weekly,4,0,Business,Electronics,False,59,47.5,0
L115610,C65610,Male,47,Divorced,Primary,Machakos,Unemployed,34727.22,5609.73,5,44442,3,6.1,Weekly,2,0,Emergency,None,True,23,86.92,0
L115611,C65611,Male,56,Widowed,Tertiary,Machakos,Unemployed,28779.99,-60.77,3,39870,6,22.78,Monthly,3,0,Household,Guarantor,True,14,12.7,0
L115612,C65612,Male,38,Single,Primary,Eldoret,Self-employed,21900.36,12468.79,7,8942,6,24.96,Monthly,1,1,Emergency,None,False,31,92.21,1
L115613,C65613,Female,33,Single,Primary,Nairobi,Self-employed,35941.9,16805.53,7,29646,24,17.75,Weekly,3,0,Household,Title Deed,True,42,82.89,0
L115614,C65614,Female,24,Married,None,Meru,Self-employed,26244.49,-4325.63,10,38037,6,12.54,Bi-weekly,2,0,Business,None,False,21,18.29,0
L115615,C65615,Other,39,Divorced,Tertiary,Machakos,Self-employed,50085.3,1685.26,8,40364,3,23.78,Monthly,2,2,Business,None,False,40,66.1,0
L115616,C65616,Other,24,Widowed,Tertiary,Eldoret,Unemployed,36375.2,18276.53,4,26614,3,10.78,Monthly,2,1,Education,Electronics,False,23,83.92,0
L115617,C65617,Other,19,Divorced,Tertiary,Mombasa,Formal,38699.19,10303.84,10,15712,3,22.87,Weekly,2,1,Agriculture,Guarantor,False,48,46.71,0
L115618,C65618,Female,54,Single,Primary,Kisumu,Formal,57051.98,6932.25,7,13024,6,12.04,Weekly,4,1,Emergency,Electronics,True,48,38.99,0
L115619,C65619,Other,31,Single,None,Mombasa,Formal,32293.44,16502.36,7,20684,24,7.05,Monthly,3,0,Business,None,False,56,87.57,0
L115620,C65620,Other,25,Widowed,None,Meru,Self-employed,30947.41,18994.59,6,10618,6,14.93,Monthly,2,0,Education,Guarantor,True,23,51.2,0
L115621,C65621,Female,46,Widowed,Secondary,Nakuru,Informal,40794.17,8360.22,3,28620,12,7.28,Bi-weekly,3,0,Business,Electronics,True,59,80.76,0
L115622,C65622,Other,61,Widowed,Tertiary,Machakos,Formal,33317.5,8562.82,8,29141,12,17.03,Weekly,4,0,Emergency,Livestock,False,23,13.79,1
L115623,C65623,Female,24,Married,None,Kisumu,Unemployed,12947.25,14170.86,6,18728,24,6.84,Bi-weekly,0,1,Emergency,Electronics,False,0,58.19,0
L115624,C65624,Female,55,Single,None,Nairobi,Unemployed,29069.59,9910.0,8,1775,6,21.82,Monthly,2,2,Agriculture,Title Deed,True,12,15.16,0
L115625,C65625,Male,62,Married,None,Eldoret,Self-employed,20879.96,-8680.86,3,46051,12,14.98,Monthly,0,1,Household,Electronics,True,18,47.86,0
L115626,C65626,Male,39,Single,Tertiary,Kisumu,Unemployed,39555.06,14191.81,5,30555,24,16.61,Weekly,1,0,Household,Electronics,False,2,24.52,0
L115627,C65627,Female,61,Widowed,Primary,Nakuru,Unemployed,11813.3,3069.11,6,21651,6,16.89,Weekly,2,0,Emergency,Livestock,True,32,79.97,0
L115628,C65628,Female,34,Single,Secondary,Machakos,Formal,35458.45,925.73,6,15905,24,5.03,Weekly,1,1,Household,Title Deed,False,47,44.32,1
L115629,C65629,Male,33,Single,Secondary,Mombasa,Formal,-7457.85,2368.58,5,20708,12,23.61,Bi-weekly,2,0,Business,Guarantor,True,48,54.88,1
L115630,C65630,Other,50,Divorced,Primary,Machakos,Unemployed,28489.95,20131.86,8,6126,3,11.78,Weekly,1,1,Business,Electronics,False,22,0.89,0
L115631,C65631,Other,56,Single,Tertiary,Nakuru,Formal,44578.01,21188.45,4,47362,12,9.44,Bi-weekly,3,0,Emergency,Guarantor,False,39,41.06,0
L115632,C65632,Other,52,Single,None,Nairobi,Unemployed,24456.4,10938.21,6,13540,6,19.44,Monthly,2,1,Agriculture,None,False,5,81.88,1
L115633,C65633,Female,55,Divorced,Primary,Eldoret,Unemployed,44499.95,7865.56,3,47737,24,7.94,Weekly,1,0,Household,Title Deed,True,40,28.0,0
L115634,C65634,Male,49,Widowed,Secondary,Machakos,Formal,29908.64,9903.85,6,13775,6,16.72,Monthly,1,0,Household,Guarantor,True,4,79.36,0
L115635,C65635,Other,20,Divorced,Tertiary,Eldoret,Self-employed,51768.33,30855.5,5,34042,24,16.89,Monthly,3,0,Household,Title Deed,True,6,52.59,0
L115636,C65636,Male,20,Widowed,None,Nairobi,Formal,68984.54,18326.4,9,3407,12,7.11,Bi-weekly,3,1,Emergency,Title Deed,True,47,76.43,0
L115637,C65637,Male,25,Widowed,Secondary,Eldoret,Self-employed,57342.85,16345.46,9,20240,24,11.07,Monthly,4,1,Education,Guarantor,True,16,26.73,1
L115638,C65638,Female,63,Widowed,Secondary,Kisumu,Informal,28431.04,21174.13,9,10012,3,22.02,Weekly,2,0,Agriculture,Guarantor,False,49,47.04,0
L115639,C65639,Other,48,Single,Secondary,Kisumu,Unemployed,30507.16,13392.05,4,30424,12,19.92,Bi-weekly,4,1,Education,Guarantor,True,50,99.94,0
L115640,C65640,Male,26,Divorced,None,Nairobi,Informal,16270.26,12065.1,8,11993,3,13.25,Monthly,4,1,Education,Livestock,False,55,39.18,0
L115641,C65641,Female,22,Divorced,Secondary,Nairobi,Unemployed,47635.45,14930.23,9,45076,3,12.21,Weekly,3,0,Business,Title Deed,True,4,83.84,0
L115642,C65642,Female,45,Divorced,Tertiary,Nakuru,Formal,51557.63,27646.32,7,41532,3,20.63,Bi-weekly,3,1,Education,Livestock,True,35,85.91,0
L115643,C65643,Female,32,Divorced,Tertiary,Eldoret,Informal,21138.57,15261.83,6,19392,3,15.36,Monthly,3,1,Medical,None,False,3,50.37,1
L115644,C65644,Other,44,Married,None,Machakos,Informal,36194.5,25943.27,2,19687,3,9.07,Monthly,2,1,Business,Guarantor,True,3,17.45,0
L115645,C65645,Other,59,Single,Tertiary,Meru,Unemployed,15538.04,20684.16,7,38683,12,11.48,Bi-weekly,4,0,Business,Livestock,False,24,98.9,1
L115646,C65646,Female,48,Married,Primary,Mombasa,Unemployed,2250.49,11779.3,8,43229,3,6.71,Weekly,2,1,Emergency,Title Deed,True,31,21.99,0
L115647,C65647,Other,57,Single,Tertiary,Nairobi,Self-employed,54294.74,26390.18,4,36814,6,7.49,Monthly,1,0,Agriculture,Title Deed,False,6,5.0,0
L115648,C65648,Other,35,Divorced,Secondary,Nakuru,Self-employed,7924.11,16002.35,6,31134,24,16.77,Weekly,0,0,Household,None,False,24,87.25,1
L115649,C65649,Male,55,Married,Secondary,Nairobi,Formal,49828.49,19923.89,7,11367,24,21.86,Weekly,1,0,Education,Electronics,True,30,32.55,0
L115650,C65650,Female,21,Widowed,Tertiary,Machakos,Informal,23916.79,17399.26,7,21047,12,24.2,Weekly,4,0,Education,None,False,30,4.68,0
L115651,C65651,Female,38,Divorced,Tertiary,Nairobi,Informal,26510.37,21250.7,3,25046,12,12.32,Monthly,4,0,Education,Electronics,False,50,58.79,0
L115652,C65652,Other,64,Divorced,None,Kisumu,Self-employed,37451.4,14483.64,7,14292,6,15.69,Monthly,4,1,Emergency,Guarantor,False,0,28.74,0
L115653,C65653,Female,59,Widowed,None,Meru,Formal,31467.31,363.69,6,27624,3,5.74,Monthly,1,1,Medical,Guarantor,True,16,91.62,0
L115654,C65654,Female,40,Divorced,Primary,Eldoret,Informal,39490.12,11020.24,5,44502,24,19.03,Monthly,2,1,Household,Electronics,True,56,61.13,0
L115655,C65655,Female,62,Single,Tertiary,Meru,Unemployed,12176.55,10007.9,6,43299,24,15.2,Bi-weekly,2,0,Medical,Guarantor,False,54,60.91,0
L115656,C65656,Other,39,Divorced,Primary,Nairobi,Unemployed,29252.86,2262.74,5,42244,6,6.78,Monthly,2,0,Education,Livestock,True,51,40.33,0
L115657,C65657,Other,18,Single,Tertiary,Eldoret,Unemployed,32394.77,15995.13,5,16382,12,23.51,Weekly,4,0,Household,Electronics,True,22,22.6,1
L115658,C65658,Other,42,Single,Primary,Nakuru,Informal,27994.81,15992.66,9,13885,6,14.96,Monthly,1,1,Household,Guarantor,True,44,49.93,0
L115659,C65659,Male,58,Divorced,Tertiary,Nairobi,Formal,24043.09,8308.02,5,31931,12,6.2,Weekly,2,1,Business,Electronics,True,5,35.99,0
L115660,C65660,Female,45,Widowed,Tertiary,Meru,Self-employed,47876.47,-3100.76,6,28559,6,19.1,Weekly,2,1,Agriculture,Guarantor,True,11,94.56,0
L115661,C65661,Male,54,Single,Tertiary,Mombasa,Self-employed,34210.19,15989.64,7,33280,6,8.08,Weekly,1,0,Emergency,Livestock,False,4,95.23,0
L115662,C65662,Other,28,Married,Primary,Meru,Self-employed,21191.82,-5512.62,9,44894,12,21.67,Monthly,4,0,Household,Livestock,True,52,5.83,1
L115663,C65663,Male,39,Single,Secondary,Kisumu,Unemployed,18377.86,23887.35,2,17093,24,9.48,Bi-weekly,1,1,Household,Electronics,True,21,22.72,1
L115664,C65664,Female,42,Widowed,None,Mombasa,Informal,-2113.14,17096.89,8,32585,24,20.74,Bi-weekly,1,0,Agriculture,Title Deed,False,10,47.96,0
L115665,C65665,Female,38,Divorced,None,Kisumu,Informal,25588.26,14027.53,7,6881,12,8.49,Weekly,1,0,Business,Guarantor,False,53,18.04,0
L115666,C65666,Other,53,Widowed,Primary,Nairobi,Self-employed,30548.98,5937.74,8,27855,12,5.71,Monthly,2,1,Education,Livestock,True,12,6.47,0
L115667,C65667,Other,37,Widowed,Tertiary,Meru,Self-employed,4252.01,23921.69,13,7217,24,5.11,Monthly,3,1,Business,Electronics,False,30,42.3,0
L115668,C65668,Male,33,Divorced,Secondary,Nairobi,Informal,35204.44,5361.5,7,45677,12,13.81,Bi-weekly,3,1,Agriculture,Electronics,True,48,2.73,0
L115669,C65669,Other,45,Married,Primary,Eldoret,Self-employed,19202.4,18110.35,9,40230,6,23.05,Bi-weekly,2,2,Emergency,Livestock,True,51,90.09,0
L115670,C65670,Male,46,Married,Primary,Kisumu,Informal,15165.62,19329.05,2,26898,12,20.21,Monthly,3,0,Emergency,Guarantor,False,39,78.79,0
L115671,C65671,Female,43,Single,None,Nakuru,Unemployed,18689.61,17550.79,5,10318,3,8.19,Bi-weekly,4,0,Emergency,None,True,23,37.55,1
L115672,C65672,Female,57,Single,None,Mombasa,Self-employed,24144.22,19404.03,11,1610,12,18.03,Bi-weekly,4,0,Medical,None,False,10,39.22,1
L115673,C65673,Female,19,Married,Secondary,Meru,Self-employed,1853.75,-4703.23,4,28724,12,6.44,Monthly,1,0,Agriculture,None,True,28,6.53,0
L115674,C65674,Female,27,Divorced,Tertiary,Nakuru,Informal,35050.26,25954.06,4,1040,12,24.92,Weekly,1,1,Business,None,False,50,36.31,1
L115675,C65675,Female,30,Widowed,Secondary,Kisumu,Formal,40446.0,28050.37,5,12005,6,12.04,Weekly,2,0,Education,Electronics,True,30,3.71,1
L115676,C65676,Male,32,Divorced,None,Nakuru,Self-employed,37909.28,16183.82,1,22890,6,13.75,Monthly,1,0,Emergency,Guarantor,False,11,48.7,0
L115677,C65677,Female,26,Widowed,Tertiary,Kisumu,Formal,15220.79,2458.33,4,16501,12,9.46,Weekly,2,1,Medical,Livestock,True,0,13.57,0
L115678,C65678,Male,44,Widowed,Secondary,Eldoret,Formal,23121.77,3815.26,3,5024,6,12.38,Monthly,0,1,Emergency,Electronics,True,15,34.23,1
L115679,C65679,Female,25,Married,Primary,Eldoret,Self-employed,16845.91,9907.56,4,38535,6,24.51,Monthly,0,0,Agriculture,Livestock,True,9,36.4,1
L115680,C65680,Male,23,Married,Primary,Nakuru,Self-employed,62574.99,30999.16,4,46362,6,23.09,Weekly,0,1,Household,Livestock,True,35,4.0,1
L115681,C65681,Male,53,Divorced,Primary,Machakos,Formal,21181.65,8315.94,6,43724,12,19.42,Monthly,2,1,Emergency,Livestock,True,39,84.23,0
L115682,C65682,Male,41,Widowed,Tertiary,Machakos,Formal,67136.89,10650.47,5,19754,24,16.74,Bi-weekly,1,0,Household,Title Deed,False,28,11.27,0
L115683,C65683,Other,20,Divorced,Tertiary,Nakuru,Self-employed,16698.36,9039.42,6,17855,12,23.83,Bi-weekly,0,0,Business,Electronics,True,46,81.62,1
L115684,C65684,Male,43,Single,None,Meru,Informal,32314.11,5302.72,12,23448,3,5.69,Bi-weekly,5,0,Business,Guarantor,False,56,6.84,0
L115685,C65685,Male,53,Married,Secondary,Machakos,Self-employed,30915.99,19514.85,4,19648,24,20.82,Bi-weekly,5,0,Agriculture,Electronics,True,0,69.27,0
L115686,C65686,Female,38,Married,Tertiary,Kisumu,Unemployed,30221.06,20408.3,4,36690,6,13.35,Weekly,2,0,Agriculture,Guarantor,False,0,78.8,0
L115687,C65687,Male,30,Widowed,Tertiary,Eldoret,Unemployed,43700.23,10952.01,2,17673,3,17.92,Bi-weekly,2,1,Household,Guarantor,False,10,30.25,0
L115688,C65688,Male,28,Married,Secondary,Meru,Informal,23896.27,23671.91,8,44445,3,5.17,Weekly,3,1,Agriculture,Guarantor,True,52,22.32,1
L115689,C65689,Other,25,Divorced,None,Nakuru,Formal,54189.28,2867.56,2,39861,24,23.22,Monthly,6,0,Medical,None,False,54,82.09,0
L115690,C65690,Female,63,Widowed,Tertiary,Meru,Formal,20092.8,23317.92,5,19667,12,10.05,Monthly,1,1,Business,Electronics,False,25,16.14,0
L115691,C65691,Other,63,Widowed,Secondary,Kisumu,Formal,17904.09,9266.14,5,31613,6,21.09,Monthly,2,0,Business,Guarantor,True,4,11.01,0
L115692,C65692,Other,31,Single,Tertiary,Kisumu,Unemployed,15273.6,9051.36,8,26037,12,7.24,Bi-weekly,3,1,Business,Livestock,True,14,36.73,0
L115693,C65693,Other,50,Divorced,Tertiary,Nakuru,Self-employed,15749.9,-4606.4,4,15152,24,23.85,Bi-weekly,4,0,Business,Title Deed,True,3,31.36,0
L115694,C65694,Male,19,Widowed,None,Mombasa,Informal,43120.04,12107.42,4,6182,24,6.5,Bi-weekly,2,0,Education,Livestock,True,27,81.7,0
L115695,C65695,Other,18,Married,Primary,Meru,Self-employed,33485.4,29764.34,7,32816,12,20.12,Bi-weekly,0,0,Education,Electronics,False,29,88.06,1
L115696,C65696,Other,28,Married,Tertiary,Nairobi,Formal,41127.18,13880.08,9,16505,12,22.96,Monthly,4,1,Education,Livestock,False,45,23.18,0
L115697,C65697,Female,23,Widowed,None,Kisumu,Self-employed,5105.58,6653.07,7,21322,12,8.09,Monthly,1,0,Household,Electronics,False,57,42.64,0
L115698,C65698,Female,49,Married,Secondary,Eldoret,Informal,41307.71,15691.07,5,41482,12,14.71,Monthly,3,1,Medical,Livestock,False,51,83.65,0
L115699,C65699,Female,32,Widowed,Secondary,Machakos,Unemployed,58999.66,6649.69,5,45603,12,13.64,Monthly,2,0,Household,Electronics,False,36,44.26,0
L115700,C65700,Female,29,Widowed,Primary,Meru,Self-employed,29457.76,11551.59,8,29984,6,11.28,Bi-weekly,0,0,Agriculture,Electronics,True,52,76.83,0
L115701,C65701,Other,54,Widowed,Secondary,Nairobi,Self-employed,16321.22,8753.96,6,33765,6,9.07,Weekly,0,0,Household,Livestock,True,48,27.86,0
L115702,C65702,Female,46,Married,Primary,Kisumu,Informal,20363.76,8092.01,1,27907,6,12.67,Weekly,3,0,Business,Livestock,True,49,10.49,0
L115703,C65703,Male,61,Married,Tertiary,Meru,Informal,15808.4,5702.98,8,17644,6,7.73,Weekly,1,0,Education,None,False,27,20.42,0
L115704,C65704,Other,39,Divorced,Primary,Mombasa,Formal,15652.04,17896.94,6,12526,3,24.04,Monthly,1,0,Agriculture,Livestock,False,12,89.27,0
L115705,C65705,Female,63,Single,Tertiary,Nairobi,Informal,53132.5,7775.59,9,34652,6,9.06,Monthly,2,0,Education,Electronics,False,58,48.14,0
L115706,C65706,Other,31,Married,Secondary,Eldoret,Unemployed,67961.52,11969.73,9,32786,3,5.82,Weekly,1,0,Emergency,Guarantor,False,33,27.23,0
L115707,C65707,Female,36,Widowed,Primary,Nairobi,Formal,25894.36,1938.6,7,3874,3,10.64,Weekly,2,0,Household,Guarantor,True,2,9.71,1
L115708,C65708,Other,22,Married,None,Meru,Self-employed,28679.54,10837.97,6,44179,6,13.1,Monthly,2,0,Education,Livestock,False,17,2.96,0
L115709,C65709,Female,52,Married,Secondary,Machakos,Formal,25956.13,6399.94,10,14168,12,15.12,Monthly,0,0,Household,Guarantor,False,38,24.5,0
L115710,C65710,Male,42,Widowed,Secondary,Nakuru,Self-employed,6074.54,12608.45,2,40721,6,18.11,Bi-weekly,3,0,Household,Title Deed,True,24,51.86,0
L115711,C65711,Female,55,Divorced,Secondary,Kisumu,Informal,22656.58,23248.17,9,48443,6,14.71,Bi-weekly,2,1,Business,Electronics,True,15,0.1,0
L115712,C65712,Other,26,Widowed,Secondary,Machakos,Formal,28062.57,7358.72,9,48651,3,9.58,Bi-weekly,2,0,Agriculture,Guarantor,False,51,66.24,0
L115713,C65713,Other,24,Divorced,Secondary,Nakuru,Unemployed,-5337.05,-141.89,7,49857,12,17.53,Monthly,3,0,Business,Electronics,True,2,96.16,0
L115714,C65714,Male,35,Married,None,Mombasa,Formal,5464.13,19115.88,4,37357,3,13.6,Weekly,1,0,Emergency,Title Deed,False,9,42.26,0
L115715,C65715,Other,19,Widowed,None,Nairobi,Unemployed,40355.31,12981.48,6,47472,3,13.9,Bi-weekly,3,1,Business,None,True,28,22.09,0
L115716,C65716,Male,27,Married,None,Nakuru,Formal,41625.6,8111.48,7,46678,24,11.37,Monthly,2,0,Medical,Livestock,False,1,48.45,1
L115717,C65717,Other,61,Widowed,Primary,Mombasa,Informal,36382.93,7860.01,11,40902,6,18.44,Weekly,0,0,Emergency,Livestock,True,55,97.49,1
L115718,C65718,Other,19,Married,Secondary,Nakuru,Self-employed,23883.47,12160.28,8,36097,12,14.88,Bi-weekly,2,2,Emergency,Livestock,True,43,19.0,0
L115719,C65719,Male,62,Married,Primary,Eldoret,Formal,19309.42,4434.98,8,17580,3,16.14,Bi-weekly,1,0,Education,Electronics,False,18,15.81,0
L115720,C65720,Other,25,Married,Primary,Nakuru,Self-employed,18615.24,16449.34,6,18177,12,15.66,Monthly,1,2,Education,Livestock,False,56,34.65,0
L115721,C65721,Other,24,Widowed,Primary,Kisumu,Self-employed,25564.45,4469.08,2,6407,6,12.8,Bi-weekly,1,1,Agriculture,Title Deed,True,12,67.82,0
L115722,C65722,Male,52,Divorced,Secondary,Meru,Self-employed,10641.75,12668.42,6,7103,24,13.02,Monthly,2,0,Education,Guarantor,False,41,34.13,0
L115723,C65723,Female,40,Married,Secondary,Nakuru,Formal,37449.83,16490.98,7,9359,12,21.59,Monthly,1,0,Agriculture,Electronics,False,4,15.48,1
L115724,C65724,Male,25,Widowed,Primary,Nakuru,Self-employed,43194.91,4908.53,3,47870,3,15.45,Bi-weekly,6,0,Household,Title Deed,True,1,73.9,1
L115725,C65725,Other,38,Widowed,Secondary,Nakuru,Formal,48999.56,17142.72,5,22177,3,19.02,Weekly,1,0,Emergency,Electronics,False,9,46.12,0
L115726,C65726,Female,50,Married,Primary,Machakos,Unemployed,52570.16,14624.26,7,35477,12,5.54,Weekly,1,2,Medical,None,True,3,26.92,0
